County Number,County Name,ESC Region Served,ESC Region PEIMS,ESC Region Geographic,District Number,District Name,District Type,NCES District ID,District Street Address,District City,District State,District Zip,District Site Street Address,District Site City,District Site State,District Site Zip,District Phone,District Fax,District Email Address,District Web Page Address,District Superintendent,District Enrollment as of Oct 2022,School Number,School Name,Instruction Type,Charter Type,AEA,Magnet Status,Residential Facility,NCES School ID,School Street Address,School City,School State,School Zip,School Site Street Address,School Site City,School Site State,School Site Zip,School Phone,School Fax,School Email Address,School Web Page Address,School Principal,Grade Range,School Enrollment as of Oct 2022,School Status,School Status Date,Update Date
'158,MATAGORDA COUNTY,'03,'03,'03,'158902,TIDEHAVEN ISD,INDEPENDENT,'4842810,P O BOX 129,EL MATON,TX,77440-0129,47 CR 427 DOMAN RD,EL MATON,TX,77440-0129,(979) 843-4304,(979) 843-4300,dbtaska@tidehavenisd.com,www.tidehavenisd.com/,DR PATRICK TALBERT   ,1045,'158902001,TIDEHAVEN H S,REGULAR INSTRUCTIONAL,,N,N,N,'484281004883,P O BOX 159,EL MATON,TX,77440-0159,205 FM 1095,EL MATON,TX,77440-0159,(979) 843-4310,(361) 588-6966,ptalbert@tidehavenisd.com,www.tidehavenisd.com,JOEY ROSALEZ   ,'09-12,274,Active, ,8/8/23 5:37
'158,MATAGORDA COUNTY,'03,'03,'03,'158904,MATAGORDA ISD,INDEPENDENT,'4829370,P O BOX 657,MATAGORDA,TX,77457-0657,717 WIGHTMAN ST,MATAGORDA,TX,77457-0657,(979) 863-7693,(979) 863-2230,barbara.marchbanks@matagordaisd.org,www.matagordaisd.org,BARBARA MARCHBANKS   ,89,'158904101,MATAGORDA SCHOOL,REGULAR INSTRUCTIONAL,,N,N,N,'482937003310,P O BOX 657,MATAGORDA,TX,77457-0657,717 WIGHTMAN ST,MATAGORDA,TX,77457-0657,(979) 863-7693,(979) 863-2230,spadilla@matagordaisd.org,www.matagordaisd.org,KRISTI WASHBURN   MRS BARBARA MARCHBANKS   ,'EE-12,89,Active,8/31/70,8/8/23 5:37
'158,MATAGORDA COUNTY,'03,'03,'03,'158905,PALACIOS ISD,INDEPENDENT,'4834020,1209 12TH ST,PALACIOS,TX,77465-3799,1209 12TH ST,PALACIOS,TX,77465-3799,(361) 972-5491 ext:1004,(361) 972-3567,bchapman@palaciosisd.org,www.palaciosisd.org,DR WILLIAM CHAPMAN   ,1300,'158905001,PALACIOS JUNIOR SENIOR H S,REGULAR INSTRUCTIONAL,,N,N,N,'483402003782,100 SHARK DR,PALACIOS,TX,77465-3799,100 SHARK DR,PALACIOS,TX,77465-3699,(361) 972-2571,(361) 972-6287,stephanieg@palaciosisd.org,www.palaciosisd.org,MS STEPHANIE GARCIA   ,'06-12,383,Active, ,8/8/23 5:37
'158,MATAGORDA COUNTY,'03,'03,'03,'158906,VAN VLECK ISD,INDEPENDENT,'4843950,142 S 4TH ST,VAN VLECK,TX,77482-0015,142 S 4TH ST,VAN VLECK,TX,77482-0015,(979) 245-8518,(979) 245-1214,cdement@vvisd.org,www.vvisd.org,CHRISTIE DEMENT   ,1071,'158906002,VAN VLECK H S,REGULAR INSTRUCTIONAL,,N,N,N,'484395004988,8980 SH 35 N,VAN VLECK,TX,77482,8980 SH 35 N,VAN VLECK,TX,77482,(979) 245-4664 ext:5069,(979) 244-3485,ctownsend@vvisd.org,www.vvisd.org,MATTHEW STEINER   ,'09-12,355,Active, ,8/8/23 5:37
'159,MAVERICK COUNTY,'20,'20,'20,'159901,EAGLE PASS ISD,INDEPENDENT,'4817730,587 MADISON ST,EAGLE PASS,TX,78852-5604,587 MADISON ST,EAGLE PASS,TX,78852-5604,(830) 773-5181,(830) 773-7252,samijares@eaglepassisd.net,www.eaglepassisd.net,MR SAMUEL MIJARES   ,13935,'159901001,EAGLE PASS H S,REGULAR INSTRUCTIONAL,,N,N,N,'481773001538,587 MADISON ST,EAGLE PASS,TX,78852-5604,2020 2ND ST,EAGLE PASS,TX,78852-4198,(830) 773-2381,(830) 758-1795,lhuerta9@eaglepassisd.net,sites.google.com/a/eaglepassisd.net/eagle-pass-high-school/,MR LUIS HUERTA   ,'09-12,2369,Active, ,8/8/23 5:37
'160,MCCULLOCH COUNTY,'15,'15,'15,'160901,BRADY ISD,INDEPENDENT,'4811110,1003 W 11TH ST,BRADY,TX,76825-4527,1003 W 11TH ST,BRADY,TX,76825-4527,(325) 597-2301,(325) 231-4686,hmartinez@bradyisd.org,www.bradyisd.org,DR HECTOR MARTINEZ JR   ,956,'160901001,BRADY H S,REGULAR INSTRUCTIONAL,,N,N,N,'481111000574,1003 W 11TH ST,BRADY,TX,76825-4527,2301 MENARD HWY,BRADY,TX,76825-5330,(325) 597-2491,(325) 231-4687,techdept@bradyisd.org,www.bradyisd.org,MS LORI HOLUBEC   ,'09-12,300,Active, ,8/8/23 5:38
'160,MCCULLOCH COUNTY,'15,'15,'15,'160904,ROCHELLE ISD,INDEPENDENT,'4837500,P O BOX 167,ROCHELLE,TX,76872-0167,5902 LAFAYETTE,ROCHELLE,TX,76872-0167,(325) 243-5224,(325) 313-0017,mfields@rochelleisd.net,www.rochelleisd.net/,DR MATTHEW FIELDS   ,211,'160904001,ROCHELLE SCHOOL,REGULAR INSTRUCTIONAL,,N,N,N,'483750004212,P O BOX 167,ROCHELLE,TX,76872-0167,5902 LAFAYETTE,ROCHELLE,TX,76872-0167,(325) 243-5224,(325) 313-0017,mfields@rochelleisd.net,www.rochelleisd.net,MR MATTHEW FIELDS   ,'EE-12,211,Active,9/1/74,8/8/23 5:38
'160,MCCULLOCH COUNTY,'15,'15,'15,'160905,LOHN ISD,INDEPENDENT,'4827930,P O BOX 277,LOHN,TX,76852-0277,1112 FM 504,LOHN,TX,76852-0277,(325) 344-5749,(325) 344-5790,lpaceley@lohnisd.net,www.lohnisd.net,DR LIZETTE PACELEY   ,131,'160905001,LOHN SCHOOL,REGULAR INSTRUCTIONAL,,N,N,N,'482793003132,P O BOX 277,LOHN,TX,76852-0277,1112 FM 504,LOHN,TX,76852-0277,(325) 344-5749,(325) 344-5790,trabenaldt@lohnisd.net,www.lohnisd.net,TONYA RABENALDT   ,'PK-12,131,Active,9/1/78,8/8/23 5:38
'161,MCLENNAN COUNTY,'12,'12,'12,'161801,WACO CHARTER SCHOOL,CHARTER,'4800024,615 N 25TH ST,WACO,TX,76707-3443,615 N 25TH ST,WACO,TX,76707-3443,(254) 754-8169,(254) 754-7389,dorothy.marstaller@eoacwaco.org,www.eoacwaco.org/,MRS DOROTHY MARSTALLER   ,175,'161801101,WACO CHARTER SCHOOL,ALTERNATIVE INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,N,N,N,'480002407392,615 N 25TH ST,WACO,TX,76707-3443,615 N 25TH ST,WACO,TX,76707-3443,(254) 754-8169,(254) 754-7389,carl.ritter@eoacwaco.org,www.eoawaco.org,CARL RITTER   ,'PK-05,175,Active,4/17/96,8/8/23 5:38
'161,MCLENNAN COUNTY,'12,'12,'12,'161802,RAPOPORT ACADEMY PUBLIC SCHOOL,CHARTER,'4800042,1020 ELM AVE BLDG 100,WACO,TX,76704,1020 ELM AVE BLDG 100,WACO,TX,76704,(254) 754-8000,(254) 754-8002,aneumann@rapswaco.org,www.rapoportacademy.org,DR ALEXIS LEIGH NEUMANN   ,859,'161802001,PAUL AND JANE MEYER PUBLIC H S,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,N,N,N,'480004211302,1020 ELM AVE BLD 500,WACO,TX,76704,1020 ELM AVE BLD 500,WACO,TX,76704,(254) 754-2288,(254) 754-8002,tspence@rapoportacademy.com,www.rapoportacademy.org,TYLER ELLIS   ,'09-12,211,Active,7/18/08,8/8/23 5:38
'161,MCLENNAN COUNTY,'12,'04,'12,'161807,HARMONY PUBLIC SCHOOLS - NORTH TEXAS,CHARTER,'4800292,9321 W SAM HOUSTON PKWAY S,HOUSTON,TX,77099,12055 FORESTGATE DR STE 110,DALLAS,TX,75243,(713) 343-3333,(214) 570-1608,superintendent.office@harmonytx.org,www.harmonytx.org,MR FATIH AY   ,10249,'161807001,HARMONY SCIENCE ACAD (WACO),REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,N,N,N,'480029211466,1900 N VALLEY MILLS DR,WACO,TX,76710,1900 N VALLEY MILLS DR,WACO,TX,76710,(254) 751-7878,(254) 751-7877,superintendent.office@harmonytx.org,hsawaco.harmonytx.org/,MS TANISHA JOHNSON   ,'PK-05,575,Active,6/15/07,8/8/23 5:38
'161,MCLENNAN COUNTY,'12,'12,'12,'161901,CRAWFORD ISD,INDEPENDENT,'4815600,200 PIRATE DR,CRAWFORD,TX,76638-0120,200 PIRATE DR,CRAWFORD,TX,76638-0120,(254) 486-2381,(254) 486-2198,khall@crawford-isd.net,www.crawford-isd.net,DR KENNETH HALL   ,593,'161901001,CRAWFORD H S,REGULAR INSTRUCTIONAL,,N,N,N,'481560001131,200 PIRATE DR,CRAWFORD,TX,76638-0120,200 PIRATE DR,CRAWFORD,TX,76638-0120,(254) 486-2381,(254) 486-2198,dharris@crawford-isd.net,,MR MONTE PRITCHETT   ,'06-12,319,Active, ,8/8/23 5:38
'161,MCLENNAN COUNTY,'12,'12,'12,'161903,MIDWAY ISD,INDEPENDENT,'4830640,13885 WOODWAY DR,WOODWAY,TX,76712-0000,13885 WOODWAY DR,WOODWAY,TX,76712-0000,(254) 761-5610 ext:1101,(254) 761-5786,carolyn.wynn@midwayisd.org,www.midwayisd.org,DR CHRIS ALLEN   ,8739,'161903001,MIDWAY H S,REGULAR INSTRUCTIONAL,,N,N,N,'483064003463,8200 MARS DR,WACO,TX,76712-0000,8200 MARS DR,WACO,TX,76712-6575,(254) 761-5650,(254) 761-5770,alison.smith@midwayisd.org,midwayisd.org,MRS ALISON SMITH   ,'09-12,2648,Active, ,8/8/23 5:38
'161,MCLENNAN COUNTY,'12,'12,'12,'161906,LA VEGA ISD,INDEPENDENT,'4826280,400 E LOOP 340,WACO,TX,76705-3096,400 E LOOP 340,WACO,TX,76705-3096,(254) 299-6700,(254) 799-8642,sharon.shields@lavegaisd.org,www.lavegaisd.org,DR SHARON M SHIELDS   ,3017,'161906002,LA VEGA H S,REGULAR INSTRUCTIONAL,,N,N,N,'482628002965,555 N LOOP 340,WACO,TX,76705-2573,555 N LOOP 340,WACO,TX,76705-2573,(254) 799-4951,(254) 799-0720,Sandra.Gibson@lavegaisd.org,,MS SANDRA GIBSON   ,'09-12,882,Active, ,8/8/23 5:38
'161,MCLENNAN COUNTY,'12,'12,'12,'161907,LORENA ISD,INDEPENDENT,'4828200,P O BOX 97,LORENA,TX,76655-0097,308 N FRONTAGE RD,LORENA,TX,76655-0097,(254) 857-3239,(254) 857-4533,JoeKucera@lorenaisd.net,www.lorenaisd.net,DR JOSEPH KUCERA   ,1807,'161907001,LORENA HIGH,REGULAR INSTRUCTIONAL,,N,N,N,'482820003158,P O BOX 97,LORENA,TX,76655-0097,#1 LEOPARD LN,LORENA,TX,76655-3433,(254) 857-4604,(254) 857-3883,KevinJohnson@lorenaisd.net,www.lorenaisd.net,MR KEVIN JOHNSON   ,'09-12,512,Active, ,8/8/23 5:38
'161,MCLENNAN COUNTY,'12,'12,'12,'161908,MART ISD,INDEPENDENT,'4829190,1100 J L DAVIS AVE,MART,TX,76664,1100 J L DAVIS AVE,MART,TX,76664,(254) 876-2523,(254) 876-3028,betsy.burnett@mymartisd.org,www.martisd.org,MRS ELIZABETH BURNETT   ,588,'161908002,MART H S,REGULAR INSTRUCTIONAL,,N,N,N,'482919003301,1100 J L DAVIS AVE,MART,TX,76664,1100 J L DAVIS AVE,MART,TX,76664,(254) 876-2574,(254) 275-2485,ashley.wilton@mymartisd.org,www.martisd.org,ASHLEY WILTON   ,'07-12,242,Active, ,8/8/23 5:38
'161,MCLENNAN COUNTY,'12,'12,'12,'161909,MCGREGOR ISD,INDEPENDENT,'4829820,P O BOX 356,MCGREGOR,TX,76657-0356,525 BLUEBONNET PKWY,MCGREGOR,TX,76657-0356,(254) 840-2828,(254) 840-4077,tmutscher@mcgregor-isd.org,www.mcgregor-isd.org,DR TRAVIS MUTSCHER   ,1503,'161909001,MCGREGOR H S,REGULAR INSTRUCTIONAL,,N,N,N,'482982003354,P O BOX 356,MCGREGOR,TX,76657-0356,903 BLUEBONNET PKWY,MCGREGOR,TX,76657-1974,(254) 840-2853,(254) 840-4077,szamora@mcgregor-isd.org,mcgregor-isd.org,STEPHANIE ZAMORA   ,'09-12,418,Active, ,8/8/23 5:38
'161,MCLENNAN COUNTY,'12,'12,'12,'161910,MOODY ISD,INDEPENDENT,'4831290,12084A S LONE STAR PKWY,MOODY,TX,76557-3638,12084A S LONE STAR PKWY,MOODY,TX,76557,(254) 853-2172,(254) 853-2886,andrew_miller@moodyisd.org,www.moodyisd.org/,ANDREW MILLER   ,722,'161910001,MOODY H S,REGULAR INSTRUCTIONAL,,N,N,N,'483129003516,12084A S LONE STAR PKWY,MOODY,TX,76557-3638,11862 S LONESTAR PKWY,MOODY,TX,76557-0448,(254) 853-3622,(254) 853-3822,daniel_arlitt@moodyisd.org,www.moodyisd.org,DANIEL ARLITT   ,'09-12,220,Active, ,8/8/23 5:38
'161,MCLENNAN COUNTY,'12,'12,'12,'161912,RIESEL ISD,INDEPENDENT,'4837110,600 FREDERICK,RIESEL,TX,76682-2931,600 FREDERICK,RIESEL,TX,76682-2931,(254) 896-5000,(254) 896-2981,bcope@rieselisd.org,www.rieselisd.org,BRANDON COPE   ,656,'161912001,RIESEL SCHOOL,REGULAR INSTRUCTIONAL,,N,N,N,'483711004171,600 FREDERICK ST,RIESEL,TX,76682,600 FREDERICK ST,RIESEL,TX,76682,(254) 896-3171,(254) 896-2981,sdieterich@rieselisd.org,www.rieselisd.org,STACEY DIETERICH   ,'07-12,327,Active, ,8/8/23 5:38
'161,MCLENNAN COUNTY,'12,'12,'12,'161914,WACO ISD,INDEPENDENT,'4844280,P O BOX 27,WACO,TX,76703-0027,501 FRANKLIN AVE,WACO,TX,76701-0027,(254) 755-9420,(254) 755-9690,sheryl.davis@wacoisd.org,www.wacoisd.org,DR SUSAN KINCANNON   ,13824,'161914002,WACO H S,REGULAR INSTRUCTIONAL,,N,N,N,'484428005054,2020 N 42ND ST,WACO,TX,76710-3012,2020 N 42ND ST,WACO,TX,76710-3012,(254) 776-1150,(254) 741-4815,sterlin.mcgruder@wacoisd.org,wacohigh.wacoisd.org/cms/One.aspx,MR STERLIN MCGRUDER   ,'09-12,2011,Active, ,8/8/23 5:38
'161,MCLENNAN COUNTY,'12,'12,'12,'161916,WEST ISD,INDEPENDENT,'4845040,P O BOX 655,WEST,TX,76691,406 W SHOOK ST,WEST,TX,76691,(254) 981-2000,(254) 826-7503,dtruitt@westisd.net,www.westisd.net,MR DAVID TRUITT   ,1265,'161916001,WEST H S,REGULAR INSTRUCTIONAL,,N,N,N,'484504005131,1008 JERRY MASHEK DR,WEST,TX,76691-1198,1008 JERRY MASHEK DR,WEST,TX,76691-1141,(254) 981-2050,(254) 826-7514,cklander@westisd.net,www.westisd.net,MR CHUCK KLANDER   ,'09-12,395,Active, ,8/8/23 5:38
'161,MCLENNAN COUNTY,'12,'12,'12,'161918,AXTELL ISD,INDEPENDENT,'4809150,308 OTTAWA,AXTELL,TX,76624-0429,308 OTTAWA,AXTELL,TX,76624-0429,(254) 863-5301,(254) 863-5651,jrproctor@axtellisd.net,www.axtellisd.net,DR JR PROCTOR   ,836,'161918001,AXTELL H S,REGULAR INSTRUCTIONAL,,N,N,N,'480915000380,308 OTTAWA,AXTELL,TX,76624,308 OTTAWA,AXTELL,TX,76624,(254) 863-5301,(254) 863-5651,dmonsey@axtellisd.net,,MR BRANDON DIETERICH   ,'09-12,208,Active,9/1/78,8/8/23 5:38
'161,MCLENNAN COUNTY,'12,'12,'12,'161919,BRUCEVILLE-EDDY ISD,INDEPENDENT,'4811730,# 1 EAGLE DR,EDDY,TX,76524-0099,#1 EAGLE DR,EDDY,TX,76524-0099,(254) 859-5525,(254) 859-4023,richard.kilgore@beisd.net,www.beisd.net,MR RICHARD KILGORE   ,588,'161919001,BRUCEVILLE-EDDY H S,REGULAR INSTRUCTIONAL,,N,N,N,'481173000679,#1 EAGLE DR,EDDY,TX,76524-0099,# 1 EAGLE DR,EDDY,TX,76524-0099,(254) 859-5525,(254) 859-4023,joe.woodard@beisd.net,,MR JOE WOODARD   ,'09-12,191,Active,9/1/78,8/8/23 5:38
'161,MCLENNAN COUNTY,'12,'12,'12,'161920,CHINA SPRING ISD,INDEPENDENT,'4813960,P O BOX 250,CHINA SPRING,TX,76633,12166 YANKIE RD,CHINA SPRING,TX,76633,(254) 836-1115,(254) 836-0559,lhorstman@chinaspringisd.net,www.chinaspringisd.net,DR MARC FAULKNER   ,3010,'161920001,CHINA SPRING H S,REGULAR INSTRUCTIONAL,,N,N,N,'481396000881,7301 N RIVER CROSSING,CHINA SPRING,TX,76633,7301 N RIVER CROSSING,CHINA SPRING,TX,76633,(254) 836-1771,(254) 836-1418,mrutherford@chinaspringisd.net,www.chinaspringisd.net,DR MAX RUTHERFORD   ,'09-12,948,Active, ,8/8/23 5:38
'161,MCLENNAN COUNTY,'12,'12,'12,'161921,CONNALLY ISD,INDEPENDENT,'4814970,200 CADET WAY,WACO,TX,76705,200 CADET WAY,WACO,TX,76705,(254) 296-6460,(254) 412-5530,info@connally.org,www.connally.org,MS JILL BOTTELBERGHE   ,2332,'161921001,CONNALLY HIGH SCHOOL,REGULAR INSTRUCTIONAL,,N,N,N,'481497000992,900 N LACY DR,WACO,TX,76705,900 N LACY DR,WACO,TX,76705,(254) 296-6700,(254) 412-5549,,www.connally.org,MR JERONE EDDINGS   ,'09-12,596,Active, ,8/8/23 5:38
'161,MCLENNAN COUNTY,'12,'12,'12,'161922,ROBINSON ISD,INDEPENDENT,'4837410,500 W LYNDALE,ROBINSON,TX,76706-5505,500 W LYNDALE,ROBINSON,TX,76706-5505,(254) 662-0194,(254) 662-0215,hope401@robinson.k12.tx.us,www.risdweb.org,DR MICHAEL W HOPE   ,2401,'161922001,ROBINSON H S,REGULAR INSTRUCTIONAL,,N,N,N,'483741004198,700 W TATE,ROBINSON,TX,76706,700 W TATE,ROBINSON,TX,76706,(254) 662-3840,(254) 662-4007,kdietzman@robinson.k12.tx.us,www.risdweb.org,MRS KATI DIETZMAN   ,'09-12,696,Active, ,8/8/23 5:38
'161,MCLENNAN COUNTY,'12,'12,'12,'161923,BOSQUEVILLE ISD,INDEPENDENT,'4810910,7636 ROCK CREEK RD,WACO,TX,76708,7636 ROCK CREEK RD,WACO,TX,76708,(254) 757-3113,(254) 752-4909,james.skeeler@bosquevilleisd.org,www.bosquevilleisd.org,MR JAMES SKEELER   ,720,'161923001,BOSQUEVILLE H S,REGULAR INSTRUCTIONAL,,N,N,N,'481091006073,7636 ROCK CREEK RD,WACO,TX,76708-7225,7636 ROCK CREEK RD,WACO,TX,76708-7225,(254) 757-3113 ext:7072,(254) 752-4909,cliff.heath@bosquevilleisd.org,www.bosquevilleisd.org,MR CLIFF HEATH   ,'09-12,218,Active,8/31/70,8/8/23 5:38
'161,MCLENNAN COUNTY,'12,'12,'12,'161924,HALLSBURG ISD,INDEPENDENT,'4822140,2313 HALLSBURG RD,WACO,TX,76705-5019,2313 HALLSBURG RD,WACO,TX,76705-5019,(254) 875-2331,(254) 875-2436,eforms@hallsburgisd.net,www.hallsburgisd.com,DR DOUGLAS MARVIN   ,146,'161924101,HALLSBURG SCHOOL,REGULAR INSTRUCTIONAL,,N,N,N,'482214002225,2313 HALLSBURG RD,WACO,TX,76705-5019,2313 HALLSBURG RD,WACO,TX,76705-5019,(254) 875-2331,(254) 875-2436,kreynolds@hallsburgisd.net,hallsburgisd.net,DR DOUGLAS MARVIN   ,'PK-06,146,Active,9/1/78,8/8/23 5:38
'161,MCLENNAN COUNTY,'12,'12,'12,'161925,GHOLSON ISD,INDEPENDENT,'4820610,137 HAMILTON DR,WACO,TX,76705-5914,137 HAMILTON DR,WACO,TX,76705-5914,(254) 829-1528,(254) 829-0054,office@gholsonisd.net,www.gholsonisd.org,MRS HEATHER MCCARTNEY   ,263,'161925005,MCLENNAN COUNTY CHALLENGE ACADEMY,JJAEP INSTRUCTIONAL,,N,N,N,'482061012571,3805 S 3RD ST,WACO,TX,76706,3805 S 3RD ST,WACO,TX,76706,(254) 829-1528,(254) 829-0054,crankin@wacoisd.org,,    ,'04-12,-1,Active,4/28/10,8/8/23 5:38
'162,MCMULLEN COUNTY,'02,'02,'02,'162904,MCMULLEN COUNTY ISD,INDEPENDENT,'4829940,P O BOX 359,TILDEN,TX,78072-0359,901 RIVER ST,TILDEN,TX,78072-0359,(361) 274-2000,(361) 274-3665,jjones@mcisd.us,www.mcisd.us,MR JASON JONES   ,282,'162904001,MCMULLEN COUNTY SCHOOL,REGULAR INSTRUCTIONAL,,N,N,N,'482994003368,P O BOX 359,TILDEN,TX,78072-0359,901 RIVER ST,TILDEN,TX,78072-0359,(361) 274-2000,(361) 274-3665,jjones@mcisd.us,www.mcisd.us,MR JOE TIMMS   ,'PK-12,282,Active, ,8/8/23 5:38
'163,MEDINA COUNTY,'20,'20,'20,'163901,DEVINE ISD,INDEPENDENT,'4816950,605 W HONDO,DEVINE,TX,78016-6080,605 W HONDO,DEVINE,TX,78016-6080,(830) 851-0795,(830) 663-6706,todd.grandjean@devineisd.org,www.devineisd.org,DR TODD GRANDJEAN   ,2007,'163901001,DEVINE H S,REGULAR INSTRUCTIONAL,,N,N,N,'481695001469,1225 W HONDO,DEVINE,TX,78016-1997,1225 W HONDO,DEVINE,TX,78016-1997,(830) 851-0895,(830) 663-6792,devine@devineisd.org,www.devineisd.org,JUAN MICHAEL GONZALEZ   ,'09-12,577,Active, ,8/8/23 5:38
'163,MEDINA COUNTY,'20,'20,'20,'163902,D'HANIS ISD,INDEPENDENT,'4816140,P O BOX 307,D'HANIS,TX,78850-0307,6751 CR 5216,D'HANIS,TX,78850-0307,(830) 363-7215,(830) 363-7390,bthompson@dhanisisd.net,www.dhanisisd.net/,MR BRIAN THOMPSON   ,284,'163902001,D'HANIS SCHOOL,REGULAR INSTRUCTIONAL,,N,N,N,'481614001195,P O BOX 307,D'HANIS,TX,78850-0307,6751 CR 5216,D'HANIS,TX,78850-0307,(830) 363-7216,(830) 363-7390,bthompson@dhanisisd.net,www.dhanisisd.net/,MRS MARINDA SANTOS   ,'EE-12,284,Active, ,8/8/23 5:38
'163,MEDINA COUNTY,'20,'20,'20,'163903,NATALIA ISD,INDEPENDENT,'4832130,P O BOX 548,NATALIA,TX,78059-0548,805 PEARSON ST,NATALIA,TX,78059,(830) 663-4416,(830) 663-4186,lana.collavo@nataliaisd.net,www.nataliaisd.net,DR LANA COLLAVO   ,1170,'163903001,NATALIA H S,REGULAR INSTRUCTIONAL,,N,N,N,'483213003565,P O BOX 548,NATALIA,TX,78059-0548,905 KEARNEY,NATALIA,TX,78059,(830) 663-4417,(830) 663-6410,lee.myers@nataliaisd.net,www.nataliaisd.net,FERNANDO TORRES   ,'09-12,331,Active, ,8/8/23 5:38
'163,MEDINA COUNTY,'20,'20,'20,'163904,HONDO ISD,INDEPENDENT,'4823430,P O BOX 308,HONDO,TX,78861-0308,2604 AVE E,HONDO,TX,78861,(830) 426-3027 ext:6000,(830) 426-7683,lmartinez@hondoisd.net,www.hondoisd.net,MRS ROSE MARY MARES   ,1772,'163904001,HONDO H S,REGULAR INSTRUCTIONAL,,N,N,N,'482343002376,2603 AVE H,HONDO,TX,78861,2603 AVE H,HONDO,TX,78861,(830) 426-3341,(830) 426-7690,RRAMIREZ@hondoisd.net,www.hondoisd.net,MR RODNEY RAMIREZ   ,'09-12,522,Active, ,8/8/23 5:38
'163,MEDINA COUNTY,'20,'20,'20,'163908,MEDINA VALLEY ISD,INDEPENDENT,'4830060,8449 F M 471 S,CASTROVILLE,TX,78009-9531,8449 F M 471 S,CASTROVILLE,TX,78009-9531,(830) 931-2243,(830) 931-4050,lori.gill@mvisd.org,www.mvisd.com,DR SCOTT CALOSS   ,7823,'163908001,MEDINA VALLEY H S,REGULAR INSTRUCTIONAL,,N,N,N,'483006003373,8365 F M 471 S,CASTROVILLE,TX,78009-9531,8365 F M 471 S,CASTROVILLE,TX,78009-9531,(830) 931-2243 ext:1120,(830) 931-0371,karen.shipp@mvisd.org,,MR TANNER LANGE   ,'09-12,2147,Active, ,8/8/23 5:38
'164,MENARD COUNTY,'15,'15,'15,'164901,MENARD ISD,INDEPENDENT,'4830210,P O BOX 729,MENARD,TX,76859-0729,221 E SAN SABA,MENARD,TX,76859-0729,(325) 396-2404,(325) 396-2143,amy.bannowsky@menardisd.net,www.menardisd.net,AMY BANNOWSKY   ,288,'164901001,MENARD H S,REGULAR INSTRUCTIONAL,,N,N,N,'483021003385,P O BOX 729,MENARD,TX,76859-0729,401 W TRAVIS ST,MENARD,TX,76859,(325) 396-2513,(325) 396-2053,jacob.hand@menardisd.net,www.menardisd.net,JACOB HAND   ,'09-12,93,Active, ,8/8/23 5:38
'165,MIDLAND COUNTY,'18,'18,'18,'165802,MIDLAND ACADEMY CHARTER SCHOOL,CHARTER,'4800148,500 N BAIRD,MIDLAND,TX,79701,500 N BAIRD,MIDLAND,TX,79701,(432) 686-0003,(432) 686-0845,kcoker@macharter.org,www.macharter.org/,MR KENT COKER   ,385,'165802101,MIDLAND ACADEMY CHARTER SCHOOL,ALTERNATIVE INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,N,N,N,'480014808336,500 N BAIRD ST,MIDLAND,TX,79701,500 N BAIRD ST,MIDLAND,TX,79701,(432) 686-0003,(432) 686-0845,JCURRIE@MACHARTER.ORG,MACHARTER.ORG,JENNIFER CURRIE   ,'PK-08,385,Active,1/1/00,8/8/23 5:38
'165,MIDLAND COUNTY,'18,'18,'18,'165901,MIDLAND ISD,INDEPENDENT,'4830570,615 W MISSOURI AVE,MIDLAND,TX,79701-5017,615 W MISSOURI AVE,MIDLAND,TX,79701-5017,(432) 240-1000,(432) 689-1976,stephanie.howard@midlandisd.net,www.midlandisd.net,DR STEPHANIE HOWARD   ,27842,'165901002,LEGACY H S,REGULAR INSTRUCTIONAL,,N,N,N,'483057003445,3500 NEELY AVE,MIDLAND,TX,79707-5899,3500 NEELY AVE,MIDLAND,TX,79707-5899,(432) 689-1600,(432) 689-1647,shannon.torres@midlandisd.net,www.midlandisd.net,MRS SHANNON TORRES   ,'09-12,2504,Active, ,8/8/23 5:38
'165,MIDLAND COUNTY,'18,'18,'18,'165902,GREENWOOD ISD,INDEPENDENT,'4821750,2700 FM 1379,MIDLAND,TX,79706-5330,2700 FM 1379,MIDLAND,TX,79706-5330,(432) 683-6461,(432) 685-7804,eelliott@greenwood.esc18.net,www.greenwood.esc18.net,EDWARD ELLIOTT   ,3140,'165902001,GREENWOOD H S,REGULAR INSTRUCTIONAL,,N,N,N,'482175002195,2600 FM 1379,MIDLAND,TX,79706-5330,2600 FM 1379,MIDLAND,TX,79706-5330,(432) 683-6461,(432) 685-7814,athompson@greenwood.esc18.net,www.greenwood.esc18.net,MR STACY JONES   ,'09-12,808,Active, ,8/8/23 5:38
